Context,Question,Answer,source_type,company_id,incident,tags,followup_questions,image_urls
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้า SALARY HERO

เงื่อนไขการเบิกค่าจ้างล่วงหน้า

ยอเบิกได้ทุกวัน ไม่เว้นวันหยุด
วันสุดท้ายของทำรายการคือ 16.00 น.
รับเงินผ่านบัญชีที่รับเงินเดือน
อุมตติและรับเงินหายใน 24 ชั่วโมง

วิธีการคำนวนยอดเบิกและค่าธรรมเนียม

ผนักงานสามารถเบิกค่าจ้างล่วงหน้าได้ตามวันที่จ่ายจนบริษัท สูงสุด 70%

วันที่จ่ายจะเริ่มบัญชากวันแรกของเดือนและรอบค่าจ้าง โดยรับแรกยอดเบิกจะเป็น 0 เสมอ เนื่องจากดือว่าผนักงานยังทำงานไม่ครบ 1 วัน

ค่าจ้างต่อวัน คำนวนจาก ค่าจ้างหารด้วย 30 วัน

ขั้นต่ำ 500 บาท ต่อครั้ง ยอดยอเบิกสะสมสูงสุดไม่เกิน 25,000 บาท ต่อเดือน

ค่าจ้างที่เบิกล่วงหน้าจะถูกหักออกจากค่าจ้างจึงหนดที่จะได้รับในรอบยอบทรายค่าจ้างบิน ๆ

ตัวอย่างการคำนวนยอดเบิกที่สามารถเบิกได้

วันที่จ่าย        1        2        3        4        5

ค่าจ้าง (ต่อวัน)        1000        1000        1000        1000        1000

ค่าจ้างสะสม        0        1000        2000        3000        4000

ยอดเบิกที่สามารถเบิกได้        0        700        1400        2100        2800

ข้อมูลเพิ่มเติม

ผนักงานบริษทในเครือ SCCC (INSEE) เบิกได้สูงสุด 5 ครั้ง ต่อรอบเดือนแต่วันที่ 1 ถึง 10 ของเดือนเดือน",feature_sod,insee_group,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010172504/original/Q5VgseswA9VldoDhg3FUrn6BuNKjq5pXqg.png?1774185933
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้า SALARY HERO

เงื่อนไขการเบิกค่าจ้างล่วงหน้า

ขอเบิกได้ทุกวัน ไม่วันธรรมชาติ

วันสุดท้ายสำหรับการเบิกคำร้องขออนุมัติวันที่ 16.00 น.

รับเงินผ่านบัญชีที่รับเงินเดือน

อนุมัติและรับเงินภายใน 24 ชั่วโมง

พนักงานบริหาร myHR เบิกได้สูงสุด 5 ครั้ง ต่อเดือน ตั้งแต่วันที่ 1 ถึง 20 ของทุกเดือน

วิธีการคำนวนยอดเบิกและค่าธรรมเนียม

พนักงานสามารถขอเบิกค่าจ้างล่วงหน้าได้ตามวันที่จ่ายบริษัท สูงสุด 50 เปอร์เซ็นต์

วิธีคำนวนจะเริ่มบัญชาคืนในแรงขอและสอบค่าจ้าง โดยวินิแรงขอเบิกจะเป็น 0 เสมอ เนื่องจากคือว่าพนักงานยังทำงานไม่ครบ 1 วัน

ค่าจ้างต่อวัน คำนวณจาก ค่าจ้างหารด้วย 30 วัน

ขั้นต่ำ 500 บาท ต่อครั้ง ยอดยุติเบิกสูงสุด 25,000 บาท ต่อเดือน

ค่าจ้างที่เบิกล่วงหน้าจะถูกหักออกจากค่าจ้างจ่ายจริงที่ได้รับในรูปรับทรายค่าจ้างขึ้น

ตัวอย่างการคำนวนยอดเบิกที่สามารถขอเบิกได้

วันที่จ่าย: 1
ค่าจ้าง (ต่อวัน): 1000
ค่าจ้างส่วน: 0
ยอดเบิกที่สามารถขอเบิกได้: 0

วันที่จ่าย: 2
ค่าจ้าง (ต่อวัน): 1000
ค่าจ้างส่วน: 1000
ยอดเบิกที่สามารถขอเบิกได้: 500

วันที่จ่าย: 3
ค่าจ้าง (ต่อวัน): 1000
ค่าจ้างส่วน: 2000
ยอดเบิกที่สามารถขอเบิกได้: 1000

วันที่จ่าย: 4
ค่าจ้าง (ต่อวัน): 1000
ค่าจ้างส่วน: 3000
ยอดเบิกที่สามารถขอเบิกได้: 1500

วันที่จ่าย: 5
ค่าจ้าง (ต่อวัน): 1000
ค่าจ้างส่วน: 4000
ยอดเบิกที่สามารถขอเบิกได้: 2000",feature_sod,myhr,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010172514/original/vCF6TT6glOuFC7lnsbCn1VGr1eCvZy17Og.png?1774186046
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้า SALARY HERO

เงื่อนไขการเบิกค่าจ้างล่วงหน้า

อเบิกได้ทุกวัน ไม่มีวันหยุดศุกร์
วันสตาย์อื่องทำรายการก่อน 16.00 น.
รับเงินผ่านบัญชีที่รับเงินเดือน
อนุมติและรับเงินราคน 24 ชั่วโมง

พนักงานบริษัท Matsumura Seikei

เบิกได้สูงสุด 5 ครั้ง ต่อเดือน
ตั้งแต่วันที่ 1 ถึง 20 ของทุกเดือน

วิธีการคำนวนยอดเบิกและค่าธรรมเนียม

พนักงานสามารถเบิกค่าจ้างล่วงหน้าได้ตามจริงทำจำนวนจริง สูงสุด 100%

วันทำงานจะเริ่มบัญชาวันแรกของเดือนและรอมค่าจ้าง โดยรับแรมยอดเบิกจะเป็น 0 เสบ เนื่องจากถือว่าพนักงานยังทำงานในไครรถ 1 วัน

ค่าจ้างต่อวัน คำนวนจาก ค่าจ้างหารด้วย 30 วัน

ยอดขยเบิกสะสมสูงสุดไม่เกิน 25,000 บาท ต่อเดือน

ค่าจ้างที่เบิกล่วงหน้าถูกหักออกจากค่าจ้างทั้งหมดที่ได้รับในรอบเดือนรายค่าจ้างบิน ๆ

ตัวอย่างการคำนวนยอดเบิกที่สามารถเบิกได้

วันทำงาน 1
ค่าจ้าง ต่อวัน 1000
ค่าจ้างสะสม 0
ยอดเบิกที่สามารถเบิกได้ 0

วันทำงาน 2
ค่าจ้าง ต่อวัน 1000
ค่าจ้างสะสม 1000
ยอดเบิกที่สามารถเบิกได้ 1000

วันทำงาน 3
ค่าจ้าง ต่อวัน 1000
ค่าจ้างสะสม 2000
ยอดเบิกที่สามารถเบิกได้ 2000

วันทำงาน 4
ค่าจ้าง ต่อวัน 1000
ค่าจ้างสะสม 3000
ยอดเบิกที่สามารถเบิกได้ 3000

วันทำงาน 5
ค่าจ้าง ต่อวัน 1000
ค่าจ้างสะสม 4000
ยอดเบิกที่สามารถเบิกได้ 4000",feature_sod,matsumura_seikei,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010172520/original/Ighm6t5BH_OqMk0_IdlRfI_GXMo-B0yQ0w.png?1774186173
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้า SALARY HERO

เงื่อนไขการเบิกค่าจ้างล่วงหน้า

ขอเบิกได้ทุกวัน ไม่มีวันหยุดหลวง

วันสตาร์ตถึงทำรายการก่อน 16.00 น.

รับเงินผ่านบัญชีที่รับเงินเดือน

อมุติและรับเงินรายไป 24 ชั่วโมง


สิทธิพิเศษบริติก บิซซี อิเลคทริค

เบิกได้ไม่มีสูตรคำนวนครั้งต่อเดือนตั้งแต่วันที่ 2 ถึง 15 ของทุกเดือน


วิธีการคำนวนยอดเบิกและค่าธรรมเนียม

พนักงานสามารถเบิกค่าจ้างล่วงหน้าได้ตามวันทำงานจริง สูงสุด 75 เปอร์เซ็นต์

วันทำงานจะเริ่มบันทึกจากวันแรกของเดือนและรอบค่าจ้าง โดยรับเบิกอย่างน้อย 0 เสบ เนื่องจากคือว่าพนักงานยังทำงานไม่ครบ 1 วัน

ค่าจ้างต่อวัน คำนวนจาก ค่าจ้างหารด้วย 30 วัน

ขั้นต่ำ 500 บาท ต่อครั้ง ยอดสูงสุดอเบิกสะสมสูงสุดอุไทเก็น 25,000 บาท ต่อเดือน

ค่าจ้างที่เบิกล่วงหน้าอุกฺญหมอกอากาศค่าจ้างทั้งหมดที่ได้รับโรสอบการจ่ายค่าจ้างเบิน ๆ


ตัวอย่างการคำนวนยอดเบิกที่สามารถเบิกได้

วันทำงาน | 1 | 2 เริ่มรอบเบิก | 3 | 4 | 5 | 6 | 7

ค่าจ้าง (ต่อวัน) | | 1000 | 1000 | 1000 | 1000 | 1000 | 1000

ค่าจ้างสะสม | | 0 | 1000 | 2000 | 3000 | 4000 | 5000

ยอดเบิกที่สามารถเบิกได้ | | 0 | 750 | 1500 | 2250 | 3000 | 3750",feature_sod,nissin,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010172524/original/g9up0ERzUxYnH6Py26blC3lAPARn8uNdJg.png?1774186295
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้ากับ Salary Hero

พนักงานรายเดือน

เบิกได้ตั้งแต่วันที่ 8 ถึง 20 ของทุกเดือน

วันสุดท้ายเบิกได้ถึง 16.00 น.

ตรวจสอบเงื่อนไขการเบิกได้ที่หน้าแรก

รอบวันที่ 1-23 เม.ย. 24

เบิกได้ 3 ครั้ง

หลีกเลี่ยก 20 วัน ในการเบิกชั้น


เงื่อนไขการบอเบิกค่าจ้างล่วงหน้า

เบิกขั้นต่ำ 300 บาทต่อครั้ง

เบิกได้สูงสุด 50% ของรับที่ทำงานจริง หรือไม่เกินยอดสูงสุดที่กำหนด

ค่าจ้างที่เบิกล่วงหน้าสูงกว่าอื่นอจาก ค่าจ้างที่จะได้รับในรอบการจ่ายค่าจ้างนั้น ๆ

ต้องทำงานมาแล้วอย่างน้อยไม่ต่ำกว่า 7 วันจึงจะใช้บริการได้


การเข้าใช้งานได้และยอดเบิกสูงสุดที่ขอเบิกได้

ค่าธรรมเนียมการเบิก

เบิดอ 10 บาทต่อครั้ง ๆ 1,000 บาทต่อครั้ง

หมายเหตุ ค่าธรรมเนียมโดยไม่รวมค่าธรรมเนียม (VAT) บวก 7%


ตารางบริษัท ระดับพนักงานที่สามารถเบิกใช้งานได้ และยอดเบิกสูงสุด

Punthai Coffee GFA Corporation Atlas Energy

ระดับ 0-1 ยอดเบิกสูงสุด 4500

ระดับ 2 ยอดเบิกสูงสุด 5500

ระดับ 3 ยอดเบิกสูงสุด 7000


PTG Energy

ระดับ 0-1 ยอดเบิกสูงสุด 4500

ระดับ 2 ยอดเบิกสูงสุด 5500",feature_sod,ptg_group,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010172531/original/VJQneVhcsBnCA9adSp3Dkaj3ITQOiK-S3A.png?1774186391
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้ากับ Salary Hero

พนักงานรายเดือน

เบิกได้บำรุณ์ดครั้ง ตั้งแต่วันที่ 5 ถึง 15 ของทุกเดือน วันสุดท้ายเบิกได้ถึง 16.00 น.

เบิกได้ทุกวัน ไม่เว้นวันหยุด

วันสุดท้ายเบิกได้ถึง 16.00 น.

ตรวจสอบเงื่อนไขการเบิกได้ที่ หน้านรก

รอบวันที่ 1 - 23 เม.ย. 24 เบิกได้ 3 ครั้ง

เหลือเวลาจำกัด 20 วัน ในการเบิกเงิน

เงื่อนไขการบอเบิกค่าจ้างล่วงหน้า

เบิกขั้นต่ำ 400 บาทต่อครั้ง

เบิกได้สูงสุด 75% ของรวมทั้งงานบริหารอีไม่เบิน 25,000 บาทต่อครั้งค่าจ้าง

ค่าจ้างที่เบิกล่วงหน้าถูกหักออกจากค่าจ้างที่ได้รับในรอบการรายค่าจ้างนี้ ฯ

ต้องห่างงานบนแล้วอย่างน้อยไม่ต่ำกว่า 4 เดือน ถึงจะใช้บริการได้

ตัวอย่างการคำนวณยอดเบิกที่สามารถเบิกได้

วันทำงาน: 1, ค่าจ้าง (สัตอัน): 400, ค่าจ้างสะสม: 0, ยอดเบิกที่สามารถบอเบิกได้: 0

วันทำงาน: 2, ค่าจ้าง (สัตอัน): 400, ค่าจ้างสะสม: 400, ยอดเบิกที่สามารถบอเบิกได้: 0

วันทำงาน: 3, ค่าจ้าง (สัตอัน): 400, ค่าจ้างสะสม: 800, ยอดเบิกที่สามารถบอเบิกได้: 0

วันทำงาน: 4, ค่าจ้าง (สัตอัน): 400, ค่าจ้างสะสม: 1200, ยอดเบิกที่สามารถบอเบิกได้: 0

วันทำงาน: 5, ค่าจ้าง (สัตอัน): 400, ค่าจ้างสะสม: 1600, ยอดเบิกที่สามารถบอเบิกได้: 1200

วันทำงาน: 6, ค่าจ้าง (สัตอัน): 400, ค่าจ้างสะสม: 2000, ยอดเบิกที่สามารถบอเบิกได้: 1500

วันทำงาน: 7, ค่าจ้าง (สัตอัน): 400, ค่าจ้างสะสม: 2400, ยอดเบิกที่สามารถบอเบิกได้: 1800

วันทำงาน: 8, ค่าจ้าง (สัตอัน): 400, ค่าจ้างสะสม: 2800, ยอดเบิกที่สามารถบอเบิกได้: 2100

วันทำงาน: 9, ค่าจ้าง (สัตอัน): 400, ค่าจ้างสะสม: 3200, ยอดเบิกที่สามารถบอเบิกได้: 2400

วันทำงาน: 10, ค่าจ้าง (สัตอัน): 400, ค่าจ้างสะสม: 3600, ยอดเบิกที่สามารถบอเบิกได้: 2700",feature_sod,thairath_group,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010172971/original/WsD3weC_HtY8MhhOw6iiOJ9H4jU1eIQ6tA.png?1774193275
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้ากับ Salary Hero

พนักงานรายเดือน
เบิกได้ไม่จำกัดครั้ง ตั้งแต่วันที่ 1 ถึง 20 ของทุกเดือน วันสุดท้ายเบิกได้ถึง 16.00 น.

ตรวจสอบเงื่อนไขการเบิกได้ทุกหนา แรน
รอบวันที่ 1-20 เม.ค. 24 เบิกได้ 3 ครั้ง หลีอสละ 20 วัน ในการเบิกเงิน

เงื่อนไขการเบิก
เบิกได้รับกวิน ไม่เว้นวันหยุด
วันสุดท้ายเบิก ได้ถึง 16.00 น.
รับเงินภายใน 24 ชั่วโมง
รับเงินผ่านบัญชีเงินเดือน

เงื่อนไขการบอเบิก ค่าจ้างล่วงหน้า

เบิกขั้นต่ำ 500 บาทต่อครั้ง

เบิกได้สูงสุดตามระดับตำแหน่งงาน

จำเป็นต้องลงลบบัติกิจวลาสำ-อ่อกงาน เพื่อให้ยอดเบิกจากวันทำงานรับเบิด

ค่าจ้างที่ชำเบิกส่วงหน้าอุกค่ฝ่องอากาศค่า จ้างที่จะได้รับในอบการจ่ายค่าจ้างเบิน ฯ

พนักงานส่องหน้าหนองทดลองงาน 120 วัน ถึง-ใช้บริการได้

ยอดเบิกที่เบิกได้สูงสุด ตามระดับตำแหน่งงาน

ระดับตำแหน่งงาน
ยอดเบิกที่เบิกได้สูงสุด ต่อครอบเบิกเงิน : 5000 บาท ยอดเบิกสะสมอ้างอิง ที่บำคำณวล : 312.5 บาท

Level 1-4 และ 3A-4B : 5000 บาท : 312.5 บาท

Level 5-6 และ 5A : 10000 บาท : 625 บาท

Level 7-10 : 15000 บาท : 937.5 บาท

ตัวอย่างการคำนวณยอดเบิกที่สามารถเบิกได้

วันทำงาน : 1 : 2 : 3 : 4 : 5

ยอดเบิน (ต่อวัน) : 250 : 250 : 250 : 250 : 250

ยอดเบิมะสม : 0 : 250 : 500 : 750 : 1000

ยอดเบินที่สามารถขอเบิกได้ : 0 : 250 : 500 : 750 : 1000",feature_sod,greyhound,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010173000/original/CSD2YXAzY_sWZx1ShclQdEOQNpjUGHzNJA.png?1774193395
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้ากับ Salary Hero

พนักงานรายเดือน

เบิกได้ไม่จำกัดครั้ง ตั้งแต่วันที่ 1 ถึง 20 ของทุกเดือน วันสุดท้ายเบิกได้ถึง 16:00 น.

ตรวจสอบเบิกได้ครั้งแรก ในการเบิกครั้งแรกเลือก 3 ครั้ง เหลือสละ 20 วัน ในการเบิกเงิน

หลักฐานคุณสมบัติพิเศษของแอปพลิเคชัน

เบิกได้ทุกวัน ไม่เว้นวันหยุด

วันสุดท้ายเบิกได้ถึง 16:00 น.

รับเงินผ่านบัญชีเงินเดือน

รับเงินทายในเวลา 24 ชั่วโมง

เงื่อนไขการบอกเบิกค่าจ้างล่วงหน้า

เบิกขั้นต่ำ 500 บาทต่อครั้ง

เบิกได้สูงสุดตามระดับตำแหน่งงาน

พนักงานหมายรับอำเนินอองลบนิกเทวลา เข้า-ออกงานเพื่อให้มีอยู่เงินอับปเดต

ค่าจ้างที่ชุมเบิกส่วงหน้าอุตคคออกอากาศค่า จ้างที่จะได้รับในรอบการจ่ายค่าจ้างเบิน ๆ

พนักงานส่องหน้าหนองทดลองงาน 120 วัน สิ่งจะใช้บริการได้

ยอดเงินที่เบิกได้สูงสุดตามระดับตำแหน่งงาน

ระดับตำแหน่งงาน: Level 1-4 และ 3A-4B
ยอดเงินที่เบิกได้สูงสุดต่อครั้งเบิกเงิน: 5000 บาท
ยอดเงินสำหรับอืน่ที่เบิกสำรถเบิกได้: 250 บาท

ระดับตำแหน่งงาน: Level 5-6 และ 5A
ยอดเงินที่เบิกได้สูงสุดต่อครั้งเบิกเงิน: 10000 บาท
ยอดเงินสำหรับอืน่ที่เบิกสำรถเบิกได้: 500 บาท

ระดับตำแหน่งงาน: Level 7-10
ยอดเงินที่เบิกได้สูงสุดต่อครั้งเบิกเงิน: 15000 บาท
ยอดเงินสำหรับอืน่ที่เบิกสำรถเบิกได้: 750 บาท

ตัวอย่างการคำนวณยอดเงินที่สามารถเบิกได้

วันที่เบิก: วันที่ 1
ยอดเงิน (ต่อวัน): 250 บาท
ยอดเงินะสม: 0 บาท
ยอดเงินที่สามารถเบิกได้: 0 บาท

วันที่เบิก: วันที่ 2
ยอดเงิน (ต่อวัน): 250 บาท
ยอดเงินะสม: 250 บาท
ยอดเงินที่สามารถเบิกได้: 250 บาท

วันที่เบิก: วันที่ 3
ยอดเงิน (ต่อวัน): 250 บาท
ยอดเงินะสม: 500 บาท
ยอดเงินที่สามารถเบิกได้: 500 บาท

วันที่เบิก: วันที่ 4
ยอดเงิน (ต่อวัน): 250 บาท
ยอดเงินะสม: 750 บาท
ยอดเงินที่สามารถเบิกได้: 750 บาท

วันที่เบิก: วันที่ 5
ยอดเงิน (ต่อวัน): 250 บาท
ยอดเงินะสม: 1000 บาท
ยอดเงินที่สามารถเบิกได้: 1000 บาท",feature_sod,greyhound_cafe,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010173006/original/UgTqGdWwkmO9v9g9ekQGE8TVRvnyNDamaw.png?1774193495
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้ากับ Salary Hero

พนักงานรายเดือน

เบิกได้ไม่จำกัดครั้ง ตั้งแต่วันที่ 1 ถึง 20 ของทุกเดือน วันสุดท้ายเบิกได้ถึง 16.00 น.

ตรวจสอบเอื้อบเนื้อในการเบิกได้ 3 หนแนน

รอบวันที่ 1-20 เม.ค. 24 เบิกได้ 3 ครั้ง เหลือเวลา 20 วัน ในการเบิกเงิน

สิทธิประโยชน์เพิ่มเติม

เบิกได้ทุกวัน ไม่เว้นวันหยุด

วันสุดท้ายเบิก ได้ถึง 16.00 น.

รับเงินผ่าน ปี ญญาเงินเดือน

รับเงินทายในระบบ 24 ชั่วโมง

เงื่อนไขการบอเบิกค่าจ้างล่วงหน้า

เบิกขั้นต่ำ 500 บาทต่อครั้ง

เบิกได้สูงสุดตามระดับตำแหน่งงาน

ค่าจ้างที่มอเบิกล่วงหน้าถูกหักออกจากค่าจ้างที่ได้รับในรอบการจ่ายค่าจ้างนั้น ๆ

พนักงานสั่งผ่านผ่วงทดลองงาน 120 วัน ถึงจะใช้บริการได้

ยอดเงินที่เบิกได้สูงสุด ตามระดับตำแหน่งงาน

ระดับตำแหน่งงาน

ยอดเงินที่เบิกได้สูงสุดต่อรอบเบิกเงิน: 5000 บาท
ยอดเงินสำรองอื่นที่มีค่าความ: 250 บาท

ระดับ Level 1-4 และ 3A-4B

ยอดเงินที่เบิกได้สูงสุดต่อรอบเบิกเงิน: 10000 บาท
ยอดเงินสำรองอื่นที่มีค่าความ: 500 บาท

ระดับ Level 5-6 และ 5A

ยอดเงินที่เบิกได้สูงสุดต่อรอบเบิกเงิน: 15000 บาท
ยอดเงินสำรองอื่นที่มีค่าความ: 750 บาท

ระดับ Level 7-10

ตัวอย่างการคำนวณยอดเงินที่สามารถเบิกได้

วันทำงาน

วันที่ 1: ยอดเงิน (ต่อวัน) 250 บาท, ยอดเงินะสม 0 บาท, ยอดเงินที่สามารถเบิกได้ 0 บาท

วันที่ 2: ยอดเงิน (ต่อวัน) 250 บาท, ยอดเงินะสม 250 บาท, ยอดเงินที่สามารถเบิกได้ 250 บาท

วันที่ 3: ยอดเงิน (ต่อวัน) 250 บาท, ยอดเงินะสม 500 บาท, ยอดเงินที่สามารถเบิกได้ 500 บาท

วันที่ 4: ยอดเงิน (ต่อวัน) 250 บาท, ยอดเงินะสม 750 บาท, ยอดเงินที่สามารถเบิกได้ 750 บาท

วันที่ 5: ยอดเงิน (ต่อวัน) 250 บาท, ยอดเงินะสม 1000 บาท, ยอดเงินที่สามารถเบิกได้ 1000 บาท",feature_sod,mud_and_hound_group,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010173009/original/qur3fmhwZW3uBoKbdfOv28_AI9J4VOdvDg.png?1774193591
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้ากับ Salary Hero

พนักงานแคนมูน ปราจีนบุรี

เบิกได้ไม่จำกัดจำนวนครั้ง ตั้งแต่วันที่ 10 ถึง 17 ของทุกเดือน วันสุดท้ายเบิกได้ถึง 16.00 น.

เบิกได้ทุกวัน ไม่มีวันหยุด

วันสุดท้ายเบิก ได้ถึง 16.00 น.

รับเงินผ่านบัญชีเงินเดือน

รับเงินภายใน 24 ชั่วโมง

ตรวจสอบเงื่อนไขการเบิกได้ที่ หน้าแรก

รวมวันที่ 1 - 23 เม.ย. 24 เบิกได้ 3 ครั้ง หลังเวลาที่ 20 จิน ในการเบิกเงิน

เงื่อนไขการบอกเบิกค่าจ้างล่วงหน้า

เบิกขั้นต่ำ 250 บาทต่อครั้ง

เบิกได้สูงสุดไม่เกิน 25,000 บาทต่อรอบค่าจ้าง

ค่าจ้างที่เบิกล่วงหน้าจะถูกหักออกจากค่าจ้างที่ได้รับในรอบการจ่ายค่าจ้างนี้ ฯ

ค่าธรรมเนียมการเบิก

เพียง 25 บาทต่อครั้ง ต่อ 1,000 บาทต่อครั้ง

ยอดเบิกที่ยอดเบิก ค่าธรรมเนียม

250 - 1,000 บาท: 25 บาท

1,001 - 2,000 บาท: 50 บาท

2,001 - 3,000 บาท: 75 บาท

สนใจใช้บริการเบิกค่าจ้างล่วงหน้า โปรดติดต่อฝ่ายบุคคล

อัตราค่าธรรมเนียมอัพเดทตั้งแต่เดือนสิงหาคม 2568 เป็นต้นไป",feature_sod,canon,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010173014/original/Yg9I7ZnMivrwJJ-DKCxg1RjzWj2ekbGb3g.png?1774193677
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้ากับ Salary Hero

วันเบิกได้
เบิกได้วันจันทร์ - วันศุกร์
ไม่เบิกในวันหยุด

เวลาเบิก
วันสุดท้ายเบิกได้ถึง 16:00 น.

ระยะเวลาในการเบิก
เหลือเวลาลึก 15 วัน ในการเบิกเงิน

จำนวนครั้งที่เบิกได้
เบิกได้ 3 ครั้ง

ระดับเงินต่ำสุด
รับเงินผ่านบัญชีเบิกเงิน

บริการอื่น
รับเงินทางไลน์ 24 ชั่วโมง

เงื่อนไขการขอเบิกค่าจ้างล่วงหน้า

พนักงานต้องข้อสูญยาบเก็บ 30 วัน

เบิกขั้นต่ำ 1,000 บาทต่อครั้ง

เบิกได้สูงสุดเบิกเกิน 20,000 บาทต่อรอบค่าจ้าง

ค่าจ้างที่เบิกล่วงหน้าจะอุดหนุนอากาศค่าจ้างทั้งได้รับในรอบการจ่ายค่าจ้างนั้น ๆ

อัตราค่าธรรมเนียมยอดเงินที่สามารถขอเบิกได้

ยอดเงินที่สามารถเบิกได้ต่อเดือน = ยอดเงินที่สามารถเบิกได้ต่อวันตามระดับตำแหน่ง × 15

ระดับตำแหน่งงาน
ยอดเงินที่สามารถเบิกได้อันตามระดับตำแหน่ง
ยอดเงินที่เบิกได้กิจหมด

ระดับตำแหน่งงาน 1
250 บาท
3,750 บาท

ระดับตำแหน่งงาน 2
300 บาท
4,500 บาท

ระดับตำแหน่งงาน 3
400 บาท
6,000 บาท

ระดับตำแหน่งงาน 4
500 บาท
7,500 บาท

ระดับตำแหน่งงาน 5
800 บาท
12,000 บาท

ระดับตำแหน่งงาน 6
1,000 บาท
15,000 บาท

ระดับตำแหน่งงาน 7
1,500 บาท
22,500 บาท

ระดับตำแหน่งงาน 8-13
2,000 บาท
30,000 บาท

ตัวอย่าง
พนักงานระดับตำแหน่งงาน 4 มียอดเงินที่สามารถเบิกได้อันตามระดับตำแหน่ง 500 บาท
ทำงานมาแล้ว 5 วัน ตั้งแต่วันที่ 1 - 5 เค.ค. 2568 ในวันที่ 6 พนักงานจะสามารถเบิกเงินได้สูงสุด 2,500 บาท
(ยังไม่สามารถเบิกเงินของวันที่ 6 ได้)

หมายเหตุ
ยอดเงินจะสะสมตามวันทำงานจริงพนักงานจะต้องลงบันทึกเอา-ออกงานเพื่อให้ยอดเงินแสดงแแบบผลเลขนี้",feature_sod,jaspal,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010173020/original/YJlwxwM_JnTj_zKbJWbWl6LWAYp_97Zs7Q.png?1774193772
